0,0,-2.8,0,0.7
0.02,0.148171,-2.80045,0.100544,0.699894
0.04,0.592406,-2.80715,0.401974,0.698304
0.06,1.3302,-2.83611,0.902459,0.691427
0.08,2.35194,-2.91348,1.59497,0.673023
0.1,3.63336,-3.07373,2.4618,0.634728
0.12,5.12729,-3.35556,3.46859,0.566803
0.14,6.75828,-3.79478,4.56063,0.45942
0.16,8.42522,-4.4153,5.66523,0.304377
0.18,10.015,-5.22139,6.70244,0.0967
0.2,11.4248,-6.19563,7.60213,-0.164609
0.22,12.5831,-7.3047,8.32039,-0.477163
0.24,13.4603,-8.51049,8.84727,-0.836866
0.26,14.0636,-9.7809,9.20324,-1.23985
0.28,14.4225,-11.0955,9.4281,-1.68395
0.3,14.5721,-12.4452,9.56876,-2.16947
0.32,14.5426,-13.8285,9.6707,-2.69969
0.34,14.3548,-15.2468,9.7741,-3.28167
0.36,14.0214,-16.7012,9.91365,-3.92793
0.38,13.5519,-18.1934,10.1202,-4.65955
0.4,12.9598,-19.7295,10.4232,-5.51104
0.42,12.2697,-21.3294,10.8523,-6.53764
0.44,11.5239,-23.0417,11.4385,-7.82598
0.46,10.7885,-24.9646,12.2144,-9.50936
0.48,10.1597,-27.2744,13.2101,-11.7896
0.5,9.77048,-30.254,14.4414,-14.9643
0.52,9.79809,-34.2994,15.8687,-19.4388
0.54,10.4525,-39.8077,17.289,-25.6359
0.56,11.8714,-46.7027,18.1192,-33.5481
0.58,13.7894,-53.4167,17.2503,-41.667
0.6,15.1863,-56.5984,13.7385,-46.4224
0.62,14.9479,-54.2198,8.35352,-45.1151
0.64,13.165,-48.5066,3.19722,-39.4115
0.66,10.7407,-42.9351,-0.52462,-32.8509
0.68,8.26411,-39.0874,-2.89514,-27.4045
0.7,5.84686,-36.9955,-4.41347,-23.4594
0.72,3.39736,-36.2077,-5.51606,-20.8057
0.74,0.793887,-36.2808,-6.50773,-19.1518
0.76,-2.06876,-36.9005,-7.60252,-18.2713
0.78,-5.28985,-37.8772,-8.96473,-18.0189
0.8,-8.98793,-39.0998,-10.7313,-18.3102
0.82,-13.3083,-40.4515,-13.0066,-19.0798
0.84,-18.3612,-41.6662,-15.8019,-20.1992
0.86,-24.01,-42.138,-18.885,-21.3364
0.88,-29.4988,-40.868,-21.5812,-21.8314
0.9,-33.3232,-36.9742,-22.8522,-20.8808
0.92,-34.0781,-30.7073,-22.0083,-18.2059
0.94,-31.7481,-23.6161,-19.4149,-14.4705
0.96,-27.6175,-17.2993,-16.1149,-10.7053
0.98,-23.0517,-12.4505,-12.9586,-7.55714
1,-18.8212,-9.01672,-10.3069,-5.17984
1.02,-15.1851,-6.67821,-8.19978,-3.47352
1.04,-12.1526,-5.11724,-6.5566,-2.277
1.06,-9.6524,-4.0921,-5.27926,-1.44677
1.08,-7.60438,-3.43335,-4.2867,-0.874381
1.1,-5.94335,-3.02382,-3.52109,-0.482761
1.12,-4.62305,-2.78119,-2.94554,-0.218393
1.14,-3.61504,-2.64629,-2.54062,-0.0443343
1.16,-2.90715,-2.57608,-2.30197,0.06506
1.18,-2.50268,-2.53991,-2.23906,0.128045
1.2,-2.42001,-2.51829,-2.37432,0.158532
1.22,-2.69063,-2.50375,-2.74097,0.168703
1.24,-3.35186,-2.50383,-3.37632,0.17142
1.26,-4.42783,-2.54492,-4.30501,0.182202
1.28,-5.89264,-2.67338,-5.5074,0.219556
1.3,-7.62084,-2.94596,-6.87746,0.301292
1.32,-9.36024,-3.40235,-8.20108,0.435189
1.34,-10.7872,-4.02898,-9.20551,0.608188
1.36,-11.6536,-4.74806,-9.68659,0.78555
1.38,-11.9147,-5.45579,-9.61737,0.925951
1.4,-11.7181,-6.07881,-9.1348,1.00038
1.42,-11.2839,-6.59924,-8.43452,0.998838
1.44,-10.7986,-7.04141,-7.67953,0.924474
1.46,-10.3775,-7.44745,-6.96949,0.784897
1.48,-10.0746,-7.86084,-6.35065,0.586795
1.5,-9.90384,-8.32006,-5.83602,0.33424
1.52,-9.85651,-8.85785,-5.42156,0.0291172
1.54,-9.91081,-9.50186,-5.09577,-0.327545
1.56,-10.0355,-10.2749,-4.84451,-0.733877
1.58,-10.1906,-11.1935,-4.65333,-1.18527
1.6,-10.3266,-12.265,-4.50867,-1.67241
1.62,-10.3842,-13.4826,-4.39914,-2.17958
1.64,-10.2968,-14.8199,-4.31748,-2.68382
1.66,-9.99524,-16.2257,-4.2632,-3.15601
1.68,-9.41767,-17.6223,-4.24555,-3.56501
1.7,-8.52257,-18.9096,-4.28554,-3.88556
1.72,-7.30229,-19.9784,-4.41503,-4.1097
1.74,-5.79244,-20.7333,-4.67139,-4.25914
1.76,-4.07161,-21.1217,-5.08761,-4.39507
1.78,-2.24797,-21.1627,-5.68099,-4.62164
1.8,-0.434128,-20.9707,-6.44602,-5.08412
1.82,1.28355,-20.7724,-7.35761,-5.96999
1.84,2.87273,-20.9318,-8.38704,-7.53261
1.86,4.37363,-22.0223,-9.52768,-10.1743
1.88,5.90325,-25.0352,-10.8199,-14.6653
1.9,7.61704,-31.9367,-12.3428,-22.6816
1.92,9.43599,-46.928,-14.0075,-37.9811
1.94,9.62669,-77.0224,-14.3678,-66.9545
1.96,2.08849,-114.455,-7.86489,-102.494
1.98,-10.5765,-106.502,5.30102,-95.7452
2,-13.4153,-67.1274,11.4184,-58.8483
2.02,-11.0538,-41.5208,11.7666,-33.8276
2.04,-8.54851,-29.328,10.7999,-20.8364
2.06,-6.58531,-23.8676,9.71603,-13.9087
2.08,-4.92947,-21.6597,8.68058,-9.96163
2.1,-3.33211,-21.0695,7.69477,-7.62459
2.12,-1.6466,-21.2386,6.7708,-6.25087
2.14,0.172974,-21.6477,5.94726,-5.486
2.16,2.08927,-21.9592,5.27022,-5.09365
2.18,4.00769,-21.967,4.77151,-4.89321
2.2,5.80981,-21.5791,4.45683,-4.74589
2.22,7.38758,-20.8004,4.30695,-4.55708
2.24,8.66904,-19.7054,4.288,-4.27753
2.26,9.62999,-18.4067,4.36462,-3.89733
2.28,10.2917,-17.0233,4.50993,-3.43391
2.3,10.7095,-15.6594,4.71046,-2.91849
2.32,10.9588,-14.3925,4.96665,-2.38489
2.34,11.1223,-13.2714,5.29115,-1.86258
2.36,11.2836,-12.3195,5.70686,-1.37382
2.38,11.5235,-11.5398,6.24578,-0.933745
2.4,11.921,-10.9198,6.94875,-0.552231
2.42,12.5541,-10.4318,7.86426,-0.236632
2.44,13.4947,-10.0297,9.04212,0.0051799
2.46,14.7861,-9.63816,10.5118,0.162052
2.48,16.3803,-9.13959,12.2273,0.218919
2.5,18.0176,-8.377,13.963,0.163082
2.52,19.1067,-7.21814,15.2126,0.00381325
2.54,18.8477,-5.70618,15.2964,-0.20223
2.56,16.8111,-4.1558,13.8548,-0.360237
2.58,13.4548,-2.96432,11.2796,-0.402815
2.6,9.7779,-2.3019,8.41202,-0.337188
2.62,6.56387,-2.07293,5.90441,-0.215505
2.64,4.10938,-2.09098,3.997,-0.0855185
2.66,2.39223,-2.2064,2.6634,0.0271503
2.68,1.2799,-2.33256,1.78615,0.114041
2.7,0.637466,-2.42971,1.24631,0.175207
2.72,0.361159,-2.4856,0.950935,0.213536
2.74,0.380648,-2.50304,0.834643,0.231859
2.76,0.652309,-2.49359,0.854153,0.231526
2.78,1.15181,-2.4748,0.982451,0.211472
2.8,1.86821,-2.46941,1.20436,0.167287
2.82,2.79998,-2.50548,1.51362,0.0900122
2.84,3.95275,-2.61712,1.91127,-0.0355463
2.86,5.33931,-2.84595,2.40537,-0.233257
2.88,6.9821,-3.24389,3.01221,-0.539389
2.9,8.91951,-3.87896,3.75992,-1.00866
2.92,11.2175,-4.84731,4.6959,-1.72471
2.94,13.9884,-6.29748,5.90057,-2.8188
2.96,17.4175,-8.47857,7.51147,-4.50326
2.98,21.7881,-11.8308,9.76031,-7.12711
3,27.453,-17.1309,13.0095,-11.2442
3.02,34.5418,-25.5916,17.6832,-17.573
3.04,41.8837,-38.2589,23.7008,-26.3297
3.06,45.2653,-53.1565,28.9467,-35.1538
3.08,39.8058,-62.6894,29.2719,-38.5129
3.1,28.0694,-61.8379,24.0487,-34.6312
3.12,16.935,-55.1441,17.3222,-28.0969
3.14,8.96325,-48.0995,11.8642,-22.5761
3.16,3.49855,-42.515,8.05025,-18.7994
3.18,-0.480084,-38.3028,5.48498,-16.4149
3.2,-3.60943,-34.9986,3.76812,-15.0087
3.22,-6.20676,-32.2422,2.61308,-14.3239
3.24,-8.42684,-29.8669,1.8056,-14.2568
3.26,-10.3831,-27.897,1.15099,-14.8269
3.28,-12.2347,-26.5382,0.431036,-16.1686
3.3,-14.2557,-26.1957,-0.643641,-18.5603
3.32,-16.8919,-27.5476,-2.5173,-22.4955
3.34,-20.7703,-31.6728,-5.93964,-28.7399
3.36,-26.3832,-39.918,-12.0655,-37.9724
3.38,-32.5769,-51.9761,-21.5614,-48.6216
3.4,-34.3977,-60.9337,-31.0427,-53.0904
3.42,-28.4138,-57.5035,-33.4442,-44.7656
3.44,-19.9425,-45.9656,-29,-30.8372
3.46,-13.8824,-35.2616,-23.1436,-19.6611
3.48,-10.5037,-27.8953,-18.3818,-12.4895
3.5,-8.81785,-23.1456,-14.8989,-8.08755
3.52,-8.07107,-20.008,-12.3573,-5.346
3.54,-7.82375,-17.7977,-10.4528,-3.59017
3.56,-7.82326,-16.1076,-8.98244,-2.43381
3.58,-7.91761,-14.7052,-7.81697,-1.65099
3.6,-8.01207,-13.4634,-6.8727,-1.10416
3.62,-8.0483,-12.3176,-6.09264,-0.706844
3.64,-7.99379,-11.2407,-5.43602,-0.404128
3.66,-7.83539,-10.2264,-4.87281,-0.161652
3.68,-7.57436,-9.27893,-4.38075,0.0412216
3.7,-7.22215,-8.40599,-3.94364,0.216092
3.72,-6.79672,-7.61498,-3.5502,0.368886
3.74,-6.31942,-6.9108,-3.19303,0.502281
3.76,-5.81265,-6.29512,-2.86774,0.617374
3.78,-5.29818,-5.76653,-2.57219,0.714747
3.8,-4.79605,-5.3211,-2.30578,0.795051
3.82,-4.32408,-4.95313,-2.06888,0.859251
3.84,-3.89753,-4.65597,-1.86244,0.908634
3.86,-3.52908,-4.42266,-1.68756,0.944675
3.88,-3.22894,-4.24659,-1.54529,0.968825
3.9,-3.00491,-4.12194,-1.43638,0.982275
3.92,-2.86259,-4.04409,-1.36121,0.985748
3.94,-2.80552,-4.00991,-1.3197,0.97933
3.96,-2.83543,-4.01795,-1.31132,0.962362
3.98,-2.95237,-4.06858,-1.3351,0.933415
4,-3.15492,-4.16413,-1.38971,0.890337
4.02,-3.44022,-4.30892,-1.47355,0.830373
4.04,-3.80399,-4.50925,-1.58473,0.750365
4.06,-4.24025,-4.77332,-1.72114,0.64703
4.08,-4.74088,-5.11107,-1.88034,0.517317
4.1,-5.29485,-5.53367,-2.05954,0.358878
4.12,-5.88728,-6.05287,-2.25544,0.170642
4.14,-6.49829,-6.67975,-2.46428,-0.0465003
4.16,-7.10185,-7.42301,-2.68192,-0.28894
4.18,-7.66505,-8.2865,-2.90429,-0.549658
4.2,-8.14813,-9.26641,-3.12835,-0.817817
4.22,-8.50595,-10.3481,-3.35336,-1.079
4.24,-8.69132,-11.5036,-3.58283,-1.31659
4.26,-8.66047,-12.691,-3.82636,-1.51467
4.28,-8.38034,-13.8562,-4.10104,-1.66274
4.3,-7.83649,-14.9396,-4.43148,-1.76195
4.32,-7.03966,-15.8868,-4.8477,-1.83172
4.34,-6.02848,-16.6639,-5.38124,-1.9155
4.36,-4.86694,-17.2746,-6.06054,-2.08428
4.38,-3.63605,-17.778,-6.90881,-2.43871
4.4,-2.42249,-18.3085,-7.948,-3.11401
4.42,-1.30917,-19.1042,-9.21314,-4.29869
4.44,-0.376015,-20.567,-10.7815,-6.28891
4.46,0.272386,-23.4046,-12.8242,-9.627
4.48,0.405496,-28.979,-15.6909,-15.4393
4.5,-0.662619,-40.0828,-20.0039,-26.217
4.52,-5.03169,-61.8015,-26.3103,-46.9331
4.54,-16.8968,-94.8751,-31.6199,-79.9906
4.56,-31.2883,-105.783,-24.2542,-96.15
4.58,-30.3298,-74.1989,-8.29699,-70.6993
4.6,-22.1061,-45.0779,0.798868,-42.9962
4.62,-15.9563,-30.3547,4.24049,-27.0727
4.64,-12.2345,-23.9382,5.37124,-18.5213
4.66,-9.84917,-21.6043,5.56097,-13.6922
4.68,-8.02619,-21.3399,5.3097,-10.832
4.7,-6.3155,-22.1171,4.84974,-9.1203
4.72,-4.48328,-23.3153,4.33884,-8.13128
4.74,-2.45019,-24.5135,3.90605,-7.59883
4.76,-0.248558,-25.432,3.64997,-7.32635
4.78,2.0235,-25.9253,3.63049,-7.16326
4.8,4.25318,-25.9766,3.87149,-7.00796
4.82,6.35999,-25.6757,4.37675,-6.81283
4.84,8.32963,-25.1854,5.15416,-6.58184
4.86,10.2342,-24.7062,6.24251,-6.36184
4.88,12.2481,-24.4523,7.74049,-6.2343
4.9,14.6778,-24.6436,9.84431,-6.31604
4.92,18.0236,-25.4976,12.9016,-6.77406
4.94,23.07,-27.1722,17.4635,-7.84986
4.96,30.8265,-29.4811,24.1616,-9.83058
4.98,41.455,-31.0467,32.7007,-12.6922
5,50.8162,-28.5497,39.1953,-15.0367
5.02,50.2919,-20.3584,37.0929,-14.2241
5.04,39.4972,-11.2936,27.5068,-10.4139
5.06,27.0749,-5.64791,17.7241,-6.41912
5.08,17.6921,-3.08165,10.8956,-3.5886
5.1,11.4225,-2.14254,6.64799,-1.83157
5.12,7.28326,-1.92715,4.03986,-0.780688
5.14,4.47875,-2.01254,2.40295,-0.160434
5.16,2.51105,-2.21261,1.34451,0.196969
5.18,1.08512,-2.44454,0.641254,0.389987
5.2,0.0261733,-2.66978,0.164529,0.477382
5.22,-0.770718,-2.86908,-0.161906,0.495615
5.24,-1.36895,-3.03189,-0.3846,0.468551
5.26,-1.80618,-3.1518,-0.532653,0.412926
5.28,-2.10319,-3.22477,-0.62439,0.341513
5.3,-2.26897,-3.2485,-0.670992,0.264992
5.32,-2.30376,-3.22271,-0.67845,0.193036
5.34,-2.2011,-3.14968,-0.64857,0.134832
5.36,-1.94958,-3.03525,-0.579476,0.0991013
5.38,-1.53466,-2.88999,-0.465963,0.0936344
5.4,-0.941099,-2.7304,-0.299995,0.124329
5.42,-0.156023,-2.57991,-0.0716489,0.193792
5.44,0.827215,-2.46917,0.229245,0.299685
5.46,2.00477,-2.43525,0.610649,0.433173
5.48,3.3583,-2.51917,1.07518,0.577951
5.5,4.85235,-2.76182,1.61684,0.710392
5.52,6.43461,-3.19837,2.21844,0.801098
5.54,8.0401,-3.85257,2.85097,0.817711
5.56,9.60016,-4.73276,3.47571,0.728127
5.58,11.0553,-5.83188,4.04952,0.502567
5.6,12.3705,-7.13376,4.53241,0.112586
5.62,13.5497,-8.62713,4.89595,-0.47516
5.64,14.6492,-10.329,5.13062,-1.31296
5.66,15.791,-12.321,5.25145,-2.49878
5.68,17.182,-14.8129,5.30408,-4.22801
5.7,19.1564,-18.2722,5.37841,-6.90387
5.72,22.266,-23.7363,5.65033,-11.4012
5.74,27.4328,-33.6434,6.50913,-19.7496
5.76,35.8565,-53.9883,8.92352,-36.8218
5.78,45.665,-96.5516,14.9565,-71.5435
5.8,37.3873,-149.503,23.2035,-111.365
5.82,4.40165,-131.648,19.611,-91.7043
5.84,-11.5338,-81.8845,9.88941,-50.3975
5.86,-14.2851,-52.8728,3.69024,-27.7062
5.88,-14.2628,-38.5618,0.192584,-16.9611
5.9,-14.1375,-30.9739,-1.98713,-11.4953
5.92,-14.3158,-26.406,-3.47299,-8.40937
5.94,-14.7215,-23.1873,-4.50145,-6.47049
5.96,-15.1707,-20.51,-5.14488,-5.12175
5.98,-15.461,-17.9795,-5.41595,-4.10695
6,-15.4136,-15.4377,-5.32419,-3.31967
6.02,-14.9087,-12.8794,-4.90839,-2.72984
6.04,-13.9131,-10.3919,-4.24861,-2.33775
6.06,-12.4868,-8.09964,-3.4583,-2.14211
6.08,-10.7665,-6.11544,-2.66218,-2.12228
6.1,-8.93138,-4.50847,-1.97056,-2.23615
6.12,-7.16532,-3.2926,-1.46132,-2.43051
6.14,-5.62865,-2.43339,-1.17599,-2.65684
6.16,-4.44683,-1.86531,-1.12964,-2.88529
6.18,-3.71738,-1.51149,-1.33028,-3.11318
6.2,-3.53349,-1.3003,-1.80432,-3.36877
6.22,-4.02488,-1.17908,-2.6297,-3.71501
6.24,-5.42617,-1.13055,-3.98818,-4.26006
6.26,-8.2007,-1.20895,-6.26607,-5.18379
6.28,-13.2736,-1.64143,-10.2615,-6.78941
6.3,-22.3826,-3.11094,-17.5488,-9.55313
6.32,-37.8157,-7.34683,-30.4991,-13.8691
6.34,-57.3025,-16.7073,-48.2955,-18.269
6.36,-63.7288,-27.3861,-56.7129,-17.383
6.38,-48.7349,-29.2541,-45.7762,-10.8022
6.4,-31.1264,-24.6643,-30.4954,-5.06299
6.42,-19.9029,-19.8416,-19.9232,-1.94415
6.44,-13.6384,-16.4077,-13.5784,-0.452421
6.46,-10.1414,-14.1691,-9.73237,0.214774
6.48,-8.15003,-12.7562,-7.28735,0.445612
6.5,-7.02464,-11.9171,-5.65336,0.408931
6.52,-6.44096,-11.5117,-4.5153,0.170538
6.54,-6.23042,-11.4769,-3.69954,-0.255734
6.56,-6.30198,-11.8042,-3.10649,-0.886582
6.58,-6.60114,-12.5261,-2.67568,-1.75967
6.6,-7.08368,-13.7083,-2.36573,-2.92748
6.62,-7.69395,-15.4388,-2.14044,-4.44919
6.64,-8.34349,-17.8102,-1.95685,-6.37671
6.66,-8.89219,-20.8868,-1.75476,-8.73195
6.68,-9.14044,-24.6577,-1.45049,-11.4775
6.7,-8.84515,-28.9873,-0.940715,-14.4901
6.72,-7.76831,-33.5873,-0.1214,-17.5536
6.74,-5.74897,-38.0374,1.08041,-20.385
6.76,-2.76891,-41.8623,2.67452,-22.692
6.78,1.0218,-44.6364,4.59223,-24.239
6.8,5.33233,-46.0721,6.69614,-24.8927
6.82,9.79509,-46.0604,8.80929,-24.6341
6.84,14.0378,-44.6624,10.7502,-23.5414
6.86,17.7397,-42.0688,12.3611,-21.759
6.88,20.6643,-38.5497,13.5254,-19.4657
6.9,22.6701,-34.4074,14.1738,-16.8489
6.92,23.7063,-29.9403,14.2826,-14.0869
6.94,23.7986,-25.4167,13.8677,-11.3371
6.96,23.0313,-21.0594,12.9762,-8.7303
6.98,21.5278,-17.0386,11.6779,-6.36805
7,19.4341,-13.4716,10.0573,-4.3229
7.02,16.9053,-10.4269,8.20786,-2.64011
7.04,14.0957,-7.93017,6.22729,-1.33993
7.06,11.1531,-5.97265,4.21466,-0.419676
7.08,8.21529,-4.51788,2.2672,0.144562
7.1,5.40772,-3.50859,0.476538,0.39625
7.12,2.84049,-2.873,-1.07667,0.39596
7.14,0.604366,-2.53096,-2.32944,0.217025
7.16,-1.23401,-2.40054,-3.24328,-0.0613222
7.18,-2.63647,-2.4048,-3.8087,-0.362862
7.2,-3.59514,-2.4779,-4.04554,-0.623622
7.22,-4.13047,-2.56955,-3.99808,-0.799036
7.24,-4.28542,-2.64681,-3.72621,-0.86707
7.26,-4.11709,-2.69322,-3.29505,-0.82685
7.28,-3.68791,-2.7058,-2.76598,-0.693852
7.3,-3.0582,-2.69103,-2.19045,-0.493616
7.32,-2.28095,-2.66093,-1.60744,-0.255846
7.34,-1.39886,-2.62984,-1.04334,-0.010076
7.36,-0.443168,-2.61221,-0.513611,0.21673
7.38,0.566804,-2.62152,-0.0247128,0.400791
7.4,1.62403,-2.67013,0.424193,0.520662
7.42,2.735,-2.77024,0.84044,0.55514
7.44,3.92262,-2.93602,1.23832,0.479769
7.46,5.23215,-3.18781,1.64142,0.261194
7.48,6.74278,-3.56,2.08828,-0.152578
7.5,8.59027,-4.11694,2.64438,-0.850475
