0,0,2.55
0.01,0.149856,2.54967
0.02,0.599393,2.54464
0.03,1.34833,2.52288
0.04,2.39556,2.4643
0.05,3.73824,2.34093
0.06,5.37044,2.11705
0.07,7.28154,1.74968
0.08,9.45427,1.1893
0.09,11.8625,0.381115
0.1,14.4691,-0.733149
0.11,17.2236,-2.21267
0.12,20.0605,-4.11418
0.13,22.8976,-6.48774
0.14,25.6364,-9.37177
0.15,28.1627,-12.7874
0.16,30.3494,-16.7329
0.17,32.0615,-21.1777
0.18,33.1625,-26.0583
0.19,33.5237,-31.2752
0.2,33.0338,-36.6926
0.21,31.6107,-42.1415
0.22,29.211,-47.4262
0.23,25.8399,-52.3345
0.24,21.556,-56.6511
0.25,16.4737,-60.1733
0.26,10.7589,-62.7267
0.27,4.62092,-64.18
0.28,-1.70133,-64.4568
0.29,-7.95558,-63.5424
0.3,-13.8945,-61.4851
0.31,-19.2931,-58.3921
0.32,-23.9642,-54.4195
0.33,-27.7686,-49.7587
0.34,-30.6219,-44.6214
0.35,-32.4946,-39.223
0.36,-33.4084,-33.7681
0.37,-33.429,-28.4394
0.38,-32.6553,-23.3885
0.39,-31.2095,-18.7319
0.4,-29.2255,-14.5495
0.41,-26.84,-10.8867
0.42,-24.1845,-7.75788
0.43,-21.3797,-5.15183
0.44,-18.5315,-3.0374
0.45,-15.7297,-1.36924
0.46,-13.0475,-0.093157
0.47,-10.542,0.849381
0.48,-8.25638,1.51743
0.49,-6.22151,1.96765
0.5,-4.4585,2.25221
0.51,-2.98079,2.41722
0.52,-1.79625,2.50184
0.53,-0.908982,2.53768
0.54,-0.320752,2.54847
0.55,-0.0321278,2.54998
0.56,-0.0432122,2.54997
0.57,-0.354003,2.54813
0.58,-0.964382,2.53613
0.59,-1.87372,2.4976
0.6,-3.08012,2.40821
0.61,-4.57926,2.23578
0.62,-6.36292,1.94063
0.63,-8.41717,1.47615
0.64,-10.7203,0.789782
0.65,-13.2405,-0.175393
0.66,-15.9337,-1.4785
0.67,-18.7416,-3.17789
0.68,-21.5898,-5.32728
0.69,-24.3875,-7.97114
0.7,-27.0273,-11.1394
0.71,-29.3876,-14.8414
0.72,-31.3365,-19.0609
0.73,-32.7372,-23.7498
0.74,-33.456,-28.8257
0.75,-33.3725,-34.1694
0.76,-32.3894,-39.6266
0.77,-30.4444,-45.013
0.78,-27.5191,-50.1225
0.79,-23.647,-54.7394
0.8,-18.9167,-58.6532
0.81,-13.4711,-61.6744
0.82,-7.50083,-63.6501
0.83,-1.23291,-64.4773
0.84,5.0843,-64.1122
0.85,11.1989,-62.5742
0.86,16.8736,-59.9441
0.87,21.9019,-56.3567
0.88,26.1215,-51.9891
0.89,29.4222,-47.0455
0.9,31.7491,-41.7416
0.91,33.1012,-36.2886
0.92,33.5249,-30.8806
0.93,33.1049,-25.6844
0.94,31.9541,-20.833
0.95,30.2023,-16.4234
0.96,27.9859,-12.5165
0.97,25.4396,-9.14038
0.98,22.6898,-6.29508
0.99,19.8495,-3.95792
1,17.0162,-2.08945
1.01,14.2706,-0.638942
1.02,11.6771,0.450649
1.03,9.28512,1.23854
1.04,7.13097,1.78282
1.05,5.24,2.13796
1.06,3.62891,2.35302
1.07,2.30793,2.47046
1.08,1.2827,2.52545
1.09,0.555884,2.54539
1.1,0.128509,2.54975
1.11,0.000821647,2.55
1.12,0.172847,2.54955
1.13,0.644545,2.5438
1.14,1.4156,2.5201
1.15,2.48481,2.45779
1.16,3.84915,2.3283
1.17,5.50242,2.09536
1.18,7.43356,1.71548
1.19,9.62473,1.13871
1.2,12.0491,0.309904
1.21,14.6685,-0.829358
1.22,17.4316,-2.3382
1.23,20.2714,-4.27303
1.24,23.1049,-6.68321
1.25,25.8321,-9.60609
1.26,28.3377,-13.0613
1.27,30.494,-17.0452
1.28,32.1655,-21.5248
1.29,33.216,-26.4341
1.3,33.5178,-31.6709
1.31,32.9613,-37.0968
1.32,31.4669,-42.5406
1.33,28.9945,-47.8048
1.34,25.5532,-52.6766
1.35,21.2057,-56.9412
1.36,16.0703,-60.3973
1.37,10.3166,-62.8732
1.38,4.15653,-64.2413
1.39,-2.16938,-64.4297
1.4,-8.4086,-63.4284
1.41,-14.3149,-61.2902
1.42,-19.6656,-58.1262
1.43,-24.2766,-54.0958
1.44,-28.0129,-49.3924
1.45,-30.794,-44.2285
1.46,-32.5944,-38.819
1.47,-33.4395,-33.3676
1.48,-33.3976,-28.0547
1.49,-32.5698,-23.0294
1.5,-31.0795,-18.4055
1.51,-29.0611,-14.2605
1.52,-26.6513,-10.637
1.53,-23.9808,-7.5475
1.54,-21.1693,-4.97908
1.55,-18.3217,-2.89935
1.56,-15.5265,-1.26213
1.57,-12.8555,-0.0127457
1.58,-10.365,0.90748
1.59,-8.09697,1.55752
1.6,-6.08159,1.99377
1.61,-4.3393,2.26799
1.62,-2.88306,2.4258
1.63,-1.72041,2.50583
