1.81,2.48233,-2.73309
1.82,2.10446,-2.65271
1.83,1.75587,-2.59072
1.84,1.43752,-2.54412
1.85,1.1501,-2.51015
1.86,0.894166,-2.48632
1.87,0.67007,-2.47038
1.88,0.478067,-2.46037
1.89,0.318311,-2.4546
1.9,0.190894,-2.45165
1.91,0.0958635,-2.45042
1.92,0.0332386,-2.45005
1.93,0.00302601,-2.45
1.94,0.00522687,-2.45
1.95,0.0398411,-2.45007
1.96,0.106867,-2.45052
1.97,0.206298,-2.45193
1.98,0.33811,-2.45519
1.99,0.502251,-2.46145
2,0.698624,-2.47216
2.01,0.92706,-2.48905
2.02,1.1873,-2.51412
2.03,1.47895,-2.54965
2.04,1.80146,-2.59817
2.05,2.15408,-2.66248
2.06,2.53583,-2.74559
2.07,2.94543,-2.85073
2.08,3.38128,-2.98131
2.09,3.84141,-3.14087
2.1,4.32339,-3.33306
2.11,4.82438,-3.56157
2.12,5.34098,-3.83008
2.13,5.86928,-4.14214
2.14,6.40477,-4.50117
2.15,6.94236,-4.91029
2.16,7.47636,-5.37225
2.17,8.0005,-5.88932
2.18,8.50793,-6.46317
2.19,8.99128,-7.09475
2.2,9.44273,-7.78418
2.21,9.85412,-8.53061
2.22,10.217,-9.33212
2.23,10.5229,-10.1857
2.24,10.7633,-11.0869
2.25,10.9299,-12.0304
2.26,11.0151,-13.0091
2.27,11.0118,-14.0148
2.28,10.9136,-15.0382
2.29,10.7156,-16.0686
2.3,10.4139,-17.0945
2.31,10.0065,-18.1033
2.32,9.49266,-19.0821
2.33,8.8739,-20.0175
2.34,8.15348,-20.896
2.35,7.3367,-21.7044
2.36,6.43085,-22.4302
2.37,5.44509,-23.0615
2.38,4.39035,-23.5881
2.39,3.27912,-24.0011
2.4,2.12519,-24.2932
2.41,0.943367,-24.4596
2.42,-0.2509,-24.4971
2.43,-1.44185,-24.4053
2.44,-2.61382,-24.1857
2.45,-3.75157,-23.8421
2.46,-4.8407,-23.3805
2.47,-5.86793,-22.8087
2.48,-6.82138,-22.1364
2.49,-7.69086,-21.3745
2.5,-8.46796,-20.5351
2.51,-9.14624,-19.6311
2.52,-9.72123,-18.6758
2.53,-10.1905,-17.6827
2.54,-10.5534,-16.6652
2.55,-10.8111,-15.6359
2.56,-10.9667,-14.6071
2.57,-11.0244,-13.5899
2.58,-10.9898,-12.5945
2.59,-10.8695,-11.6297
2.6,-10.6709,-10.7032
2.61,-10.402,-9.82131
2.62,-10.0711,-8.98915
2.63,-9.68685,-8.21045
2.64,-9.25764,-7.48778
2.65,-8.79182,-6.82259
2.66,-8.29744,-6.2153
2.67,-7.78213,-5.66545
2.68,-7.25304,-5.17175
2.69,-6.7168,-4.73228
2.7,-6.17943,-4.34454
2.71,-5.64638,-4.00562
2.72,-5.12247,-3.71227
2.73,-4.61198,-3.461
2.74,-4.11859,-3.24818
2.75,-3.64546,-3.07013
2.76,-3.19526,-2.92318
2.77,-2.77021,-2.8037
2.78,-2.37212,-2.70821
2.79,-2.00246,-2.63338
2.8,-1.66237,-2.57605
2.81,-1.35273,-2.5333
2.82,-1.07421,-2.50246
2.83,-0.827284,-2.48108
2.84,-0.61228,-2.46701
2.85,-0.429421,-2.45837
2.86,-0.278841,-2.45353
2.87,-0.160617,-2.45117
2.88,-0.0747863,-2.45025
2.89,-0.0213646,-2.45002
2.9,-0.000355769,-2.45
2.91,-0.0117604,-2.45001
2.92,-0.0555784,-2.45014
2.93,-0.131807,-2.45079
2.94,-0.240435,-2.45262
2.95,-0.381434,-2.4566
2.96,-0.55474,-2.46397
2.97,-0.760238,-2.47624
2.98,-0.997736,-2.49524
2.99,-1.26694,-2.52304
3,-1.56741,-2.56199
3.01,-1.89856,-2.6147
3.02,-2.25957,-2.68403
3.03,-2.64937,-2.77306
3.04,-3.0666,-2.88507
3.05,-3.50957,-3.02351
3.06,-3.97616,-3.19197
3.07,-4.46385,-3.3941
3.08,-4.96964,-3.63359
3.09,-5.48999,-3.91411
3.1,-6.02081,-4.23917
3.11,-6.55744,-4.61212
3.12,-7.09462,-5.03598
3.13,-7.62648,-5.51338
3.14,-8.1466,-6.04644
3.15,-8.64796,-6.63662
3.16,-9.12306,-7.28465
3.17,-9.56398,-7.9904
3.18,-9.96246,-8.75271
3.19,-10.31,-9.56936
3.2,-10.5982,-10.437
3.21,-10.8184,-11.3508
3.22,-10.9627,-12.305
3.23,-11.0235,-13.2923
3.24,-10.9938,-14.304
3.25,-10.8677,-15.3305
3.26,-10.6406,-16.3609
3.27,-10.3091,-17.3832
3.28,-9.87135,-18.3849
3.29,-9.32753,-19.3527
3.3,-8.67947,-20.2733
3.31,-7.93107,-21.1332
3.32,-7.08818,-21.9194
3.33,-6.15862,-22.6195
3.34,-5.15209,-23.2221
3.35,-4.07998,-23.7173
3.36,-2.95517,-24.0966
3.37,-1.79179,-24.3534
3.38,-0.604837,-24.4834
3.39,0.590094,-24.4842
3.4,1.77724,-24.3558
3.41,2.94101,-24.1005
3.42,4.06638,-23.7227
3.43,5.13922,-23.2289
3.44,6.14664,-22.6276
3.45,7.07721,-21.9286
3.46,7.92122,-21.1434
3.47,8.67083,-20.2844
3.48,9.32015,-19.3644
3.49,9.86528,-18.3971
3.5,10.3043,-17.3957
3.51,10.6371,-16.3736
3.52,10.8656,-15.3433
3.53,10.9928,-14.3166
3.54,11.0237,-13.3046
3.55,10.964,-12.317
3.56,10.8207,-11.3624
3.57,10.6013,-10.448
3.58,10.314,-9.57978
3.59,9.96708,-8.76247
3.6,9.56918,-7.99947
3.61,9.12873,-7.29302
3.62,8.654,-6.64427
3.63,8.15292,-6.05337
3.64,7.63299,-5.51962
3.65,7.10123,-5.04155
3.66,6.56408,-4.61704
3.67,6.02741,-4.24348
3.68,5.49649,-3.91784
3.69,4.97599,-3.6368
3.7,4.47,-3.39682
3.71,3.98206,-3.19425
3.72,3.51519,-3.0254
3.73,3.07192,-2.88661
3.74,2.65436,-2.7743
3.75,2.26421,-2.68501
3.76,1.90284,-2.61545
3.77,1.57132,-2.56255
3.78,1.27046,-2.52344
3.79,1.00087,-2.49552
3.8,0.762977,-2.47643
3.81,0.557082,-2.46408
3.82,0.383378,-2.45667
3.83,0.24198,-2.45266
3.84,0.132951,-2.4508
3.85,0.0563222,-2.45014
3.86,0.012104,-2.45001
3.87,0.000298948,-2.45
3.88,0.0209074,-2.45002
3.89,0.0739288,-2.45025
3.9,0.159359,-2.45115
3.91,0.277183,-2.45348
3.92,0.427364,-2.45829
3.93,0.609825,-2.46688
3.94,0.824433,-2.48087
3.95,1.07097,-2.50214
3.96,1.3491,-2.53285
3.97,1.65836,-2.57544
3.98,1.99808,-2.63257
3.99,2.36738,-2.70717
4,2.76512,-2.80238
4.01,3.18985,-2.92154
4.02,3.63975,-3.06814
4.03,4.11262,-3.24578
4.04,4.60578,-3.45814
4.05,5.11608,-3.70892
4.06,5.63984,-4.00173
4.07,6.17281,-4.34007
4.08,6.71016,-4.72718
4.09,7.24645,-5.16599
4.1,7.77566,-5.65901
4.11,8.29118,-6.20816
4.12,8.78587,-6.81474
4.13,9.25209,-7.47921
4.14,9.68181,-8.20118
4.15,10.0667,-8.9792
4.16,10.3983,-9.81072
4.17,10.668,-10.692
4.18,10.8675,-11.618
4.19,10.9888,-12.5823
4.2,11.0245,-13.5775
4.21,10.968,-14.5945
4.22,10.8137,-15.6232
4.23,10.5572,-16.6525
4.24,10.1956,-17.6703
4.25,9.72768,-18.6637
4.26,9.15397,-19.6195
4.27,8.47695,-20.5243
4.28,7.70103,-21.3645
4.29,6.83265,-22.1275
4.3,5.88018,-22.801
4.31,4.8538,-23.3741
4.32,3.76535,-23.8371
4.33,2.62811,-24.1822
4.34,1.45648,-24.4034
4.35,0.265662,-24.4968
4.36,-0.92866,-24.4608
4.37,-2.11073,-24.2961
4.38,-3.26509,-24.0054
4.39,-4.37694,-23.5939
4.4,-5.43246,-23.0687
4.41,-6.41914,-22.4386
4.42,-7.32604,-21.7139
4.43,-8.14396,-20.9065
4.44,-8.86561,-20.0287
4.45,-9.48565,-19.094
4.46,-10.0008,-18.1156
4.47,-10.4096,-17.107
4.48,-10.7125,-16.0813
4.49,-10.9118,-15.0509
4.5,-11.0112,-14.0274
4.51,-11.0157,-13.0213
4.52,-10.9315,-12.0423
4.53,-10.7658,-11.0984
4.54,-10.5263,-10.1965
4.55,-10.2211,-9.34236
4.56,-9.85891,-8.54017
4.57,-9.44807,-7.79305
4.58,-8.99707,-7.10292
4.59,-8.51406,-6.47062
4.6,-8.00689,-5.89606
4.61,-7.48291,-5.37829
4.62,-6.94899,-4.91567
4.63,-6.4114,-4.50591
4.64,-5.87586,-4.14628
4.65,-5.34744,-3.83366
4.66,-4.83067,-3.56464
4.67,-4.32947,-3.33566
4.68,-3.84723,-3.14304
4.69,-3.38682,-2.9831
4.7,-2.95066,-2.85218
4.71,-2.54072,-2.74675
4.72,-2.15862,-2.66339
4.73,-1.80563,-2.59886
4.74,-1.48274,-2.55016
4.75,-1.19071,-2.51449
4.76,-0.930081,-2.4893
4.77,-0.70125,-2.47232
4.78,-0.50448,-2.46155
4.79,-0.33994,-2.45524
4.8,-0.207728,-2.45196
4.81,-0.107898,-2.45053
4.82,-0.0404714,-2.45007
4.83,-0.00545675,-2.45
4.84,-0.00285555,-2.45
4.85,-0.0326678,-2.45005
4.86,-0.0948924,-2.45041
4.87,-0.189523,-2.45163
4.88,-0.31654,-2.45454
4.89,-0.475897,-2.46028
4.9,-0.667503,-2.47023
4.91,-0.891203,-2.48608
4.92,-1.14675,-2.5098
4.93,-1.43378,-2.54363
4.94,-1.75176,-2.59006
4.95,-2.09998,-2.65184
4.96,-2.47748,-2.73197
4.97,-2.88305,-2.83364
4.98,-3.31513,-2.96022
4.99,-3.7718,-3.11526
5,-4.25071,-3.30239
5.01,-4.74908,-3.52529
